Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path,language,avg_logprob,error
1,13.72,33.032,19.31,254,panako/baechulsu/clips/20260107/clip_000005_015000.mp3,ko,,
1,25.536,39.304,13.77,313,panako/baechulsu/clips/20260107/clip_000009_027000.mp3,ko,-0.1372,
1,28.776,45.32,16.54,259,panako/baechulsu/clips/20260107/clip_000010_030000.mp3,ko,-0.1168,
2,101.448,114.048,12.6,141,panako/baechulsu/clips/20260107/clip_000033_099000.mp3,ko,-0.2453,
3,397.256,405.128,7.87,431,panako/baechulsu/clips/20260107/clip_000215_645000.mp3,ko,-0.1171,
3,397.704,416.136,18.43,706,panako/baechulsu/clips/20260107/clip_000219_657000.mp3,ko,-0.3932,
3,437.368,456.032,18.66,595,panako/baechulsu/clips/20260107/clip_000232_696000.mp3,ko,-0.1351,
3,445.648,464.68,19.03,769,panako/baechulsu/clips/20260107/clip_000235_705000.mp3,ko,-0.2152,
3,448.696,468.112,19.42,809,panako/baechulsu/clips/20260107/clip_000236_708000.mp3,ko,-0.257,
3,452.224,471.248,19.02,912,panako/baechulsu/clips/20260107/clip_000237_711000.mp3,ko,-0.2071,
3,457.704,476.744,19.04,745,panako/baechulsu/clips/20260107/clip_000239_717000.mp3,ko,-0.153,
3,518.664,537.912,19.25,882,panako/baechulsu/clips/20260107/clip_000246_738000.mp3,ko,-0.1517,
3,527.856,546.824,18.97,661,panako/baechulsu/clips/20260107/clip_000249_747000.mp3,ko,-0.054,
3,536.656,555.136,18.48,369,panako/baechulsu/clips/20260107/clip_000252_756000.mp3,ko,-0.1074,
3,420.632,436.848,16.22,452,panako/baechulsu/clips/20260107/clip_000260_780000.mp3,ko,-0.1091,
3,565.624,585.016,19.39,633,panako/baechulsu/clips/20260107/clip_000275_825000.mp3,ko,-0.2167,
3,571.736,590.928,19.19,597,panako/baechulsu/clips/20260107/clip_000277_831000.mp3,ko,-0.1447,
3,584.24,602.992,18.75,372,panako/baechulsu/clips/20260107/clip_000281_843000.mp3,ko,-0.1132,
3,586.952,605.56,18.61,357,panako/baechulsu/clips/20260107/clip_000282_846000.mp3,ko,-0.1111,
3,595.656,615.296,19.64,446,panako/baechulsu/clips/20260107/clip_000285_855000.mp3,ko,-0.1279,
3,601.792,616.384,14.59,396,panako/baechulsu/clips/20260107/clip_000287_861000.mp3,ko,-0.1174,
3,604.616,616.384,11.77,314,panako/baechulsu/clips/20260107/clip_000288_864000.mp3,ko,-0.0818,
4,1719.032,1736.832,17.8,835,panako/baechulsu/clips/20260107/clip_000573_1719000.mp3,ko,-0.3247,
4,1723.576,1741.176,17.6,896,panako/baechulsu/clips/20260107/clip_000575_1725000.mp3,ko,-0.1568,
5,1795.456,1814.648,19.19,225,panako/baechulsu/clips/20260107/clip_000599_1797000.mp3,ko,-0.2885,
5,1808.912,1816.344,7.43,116,panako/baechulsu/clips/20260107/clip_000602_1806000.mp3,ko,-0.1,
6,5465.112,5474.544,9.43,138,panako/baechulsu/clips/20260107/clip_000622_1866000.mp3,ko,-0.1029,
7,3011.912,3030.52,18.61,346,panako/baechulsu/clips/20260107/clip_000953_2859000.mp3,ko,-0.1626,
7,3052.088,3068.808,16.72,629,panako/baechulsu/clips/20260107/clip_000959_2877000.mp3,ko,-0.2571,
7,3052.336,3071.384,19.05,679,panako/baechulsu/clips/20260107/clip_000960_2880000.mp3,ko,-0.3051,
7,3032.048,3050.976,18.93,746,panako/baechulsu/clips/20260107/clip_000973_2919000.mp3,ko,-0.1491,
7,3072.44,3091.296,18.86,854,panako/baechulsu/clips/20260107/clip_000980_2940000.mp3,ko,-0.2181,
7,2976.336,2995.792,19.46,478,panako/baechulsu/clips/20260107/clip_000988_2964000.mp3,ko,-0.1686,
7,2982.408,3001.712,19.3,466,panako/baechulsu/clips/20260107/clip_000990_2970000.mp3,ko,-0.2309,
7,2991.288,3010.664,19.38,405,panako/baechulsu/clips/20260107/clip_000993_2979000.mp3,ko,-0.4542,
7,2932.52,2951.008,18.49,483,panako/baechulsu/clips/20260107/clip_001000_3000000.mp3,ko,-0.144,
8,3410.16,3423.264,13.1,473,panako/baechulsu/clips/20260107/clip_001135_3405000.mp3,ko,-0.1299,
8,3439.704,3459.008,19.3,862,panako/baechulsu/clips/20260107/clip_001147_3441000.mp3,ko,-0.1321,
8,3443.064,3461.608,18.54,879,panako/baechulsu/clips/20260107/clip_001148_3444000.mp3,ko,-0.0968,
8,3454.496,3473.936,19.44,679,panako/baechulsu/clips/20260107/clip_001152_3456000.mp3,ko,-0.1304,
8,3469.608,3488.408,18.8,529,panako/baechulsu/clips/20260107/clip_001157_3471000.mp3,ko,-0.115,
8,3478.52,3497.968,19.45,503,panako/baechulsu/clips/20260107/clip_001160_3480000.mp3,ko,-0.1289,
8,3481.416,3500.904,19.49,357,panako/baechulsu/clips/20260107/clip_001161_3483000.mp3,ko,-0.3077,
8,3487.464,3507.072,19.61,507,panako/baechulsu/clips/20260107/clip_001163_3489000.mp3,ko,-0.1167,
8,3496.896,3515.52,18.62,740,panako/baechulsu/clips/20260107/clip_001166_3498000.mp3,ko,-0.0836,
8,3499.4,3518.952,19.55,924,panako/baechulsu/clips/20260107/clip_001167_3501000.mp3,ko,-0.5612,
8,3532.408,3551.864,19.46,753,panako/baechulsu/clips/20260107/clip_001178_3534000.mp3,ko,-0.2017,
8,3550.448,3569.656,19.21,901,panako/baechulsu/clips/20260107/clip_001184_3552000.mp3,ko,-0.1496,
8,3556.4,3576.064,19.66,924,panako/baechulsu/clips/20260107/clip_001186_3558000.mp3,ko,-0.1389,
8,7162.873,7181.376,18.5,815,panako/baechulsu/clips/20260107/clip_001188_3564000.mp3,ko,-0.8421,
8,3589.648,3605.696,16.05,500,panako/baechulsu/clips/20260107/clip_001197_3591000.mp3,ko,-0.2155,
9,3918.904,3934.664,15.76,567,panako/baechulsu/clips/20260107/clip_001405_4215000.mp3,ko,-0.1476,
10,5350.456,5369.552,19.1,544,panako/baechulsu/clips/20260107/clip_001784_5352000.mp3,ko,-0.1369,
10,5365.392,5384.952,19.56,609,panako/baechulsu/clips/20260107/clip_001789_5367000.mp3,ko,-0.1552,
10,1782.888,1799.944,17.06,1049,panako/baechulsu/clips/20260107/clip_001794_5382000.mp3,ko,-0.2104,
11,6710.072,6727.784,17.71,471,panako/baechulsu/clips/20260107/clip_002189_6567000.mp3,ko,-0.0983,
11,6719.008,6737.977,18.97,438,panako/baechulsu/clips/20260107/clip_002192_6576000.mp3,ko,-0.0609,
11,6721.696,6740.744,19.05,423,panako/baechulsu/clips/20260107/clip_002193_6579000.mp3,ko,-0.063,
11,6727.784,6747.304,19.52,314,panako/baechulsu/clips/20260107/clip_002195_6585000.mp3,ko,-0.106,
12,7005.808,7020.152,14.34,333,panako/baechulsu/clips/20260107/clip_002334_7002000.mp3,ko,-0.4359,
12,7005.96,7023.216,17.26,361,panako/baechulsu/clips/20260107/clip_002335_7005000.mp3,ko,-0.1684,
12,7009.904,7028.696,18.79,129,panako/baechulsu/clips/20260107/clip_002337_7011000.mp3,ko,-0.1136,
12,7025.392,7040.8,15.41,346,panako/baechulsu/clips/20260107/clip_002341_7023000.mp3,ko,-0.1988,
12,7030.561,7049.769,19.21,450,panako/baechulsu/clips/20260107/clip_002344_7032000.mp3,ko,-0.1236,
12,7036.472,7056.072,19.6,744,panako/baechulsu/clips/20260107/clip_002346_7038000.mp3,ko,-0.0896,
12,7048.432,7067.792,19.36,801,panako/baechulsu/clips/20260107/clip_002350_7050000.mp3,ko,-0.1586,
12,7054.417,7074.0,19.58,686,panako/baechulsu/clips/20260107/clip_002352_7056000.mp3,ko,-0.2327,
12,7060.384,7079.92,19.54,425,panako/baechulsu/clips/20260107/clip_002354_7062000.mp3,ko,-0.2588,
12,7063.64,7080.944,17.3,381,panako/baechulsu/clips/20260107/clip_002355_7065000.mp3,ko,-0.1259,
12,7072.608,7091.784,19.18,344,panako/baechulsu/clips/20260107/clip_002358_7074000.mp3,ko,-0.1729,
12,7084.368,7103.232,18.86,442,panako/baechulsu/clips/20260107/clip_002362_7086000.mp3,ko,-0.3152,
12,7123.457,7143.088,19.63,700,panako/baechulsu/clips/20260107/clip_002375_7125000.mp3,ko,,
12,7126.448,7145.36,18.91,715,panako/baechulsu/clips/20260107/clip_002376_7128000.mp3,ko,-0.2213,
12,7129.4,7148.84,19.44,676,panako/baechulsu/clips/20260107/clip_002377_7131000.mp3,ko,-0.1092,
12,7138.48,7157.856,19.38,579,panako/baechulsu/clips/20260107/clip_002380_7140000.mp3,ko,-0.068,
12,7150.968,7169.776,18.81,805,panako/baechulsu/clips/20260107/clip_002384_7152000.mp3,ko,-0.2694,
